label,sentence
1,男性は白人で、1週間の勉強時間は0時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は2時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,男性はアジア人で、1週間の勉強時間は12時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は16時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
0,女性は白人で、1週間の勉強時間は5時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性は他の人種で、1週間の勉強時間は4時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
1,女性は他の人種で、1週間の勉強時間は15時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,女性はアジア人で、1週間の勉強時間は1時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は他の人種で、1週間の勉強時間は7時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
0,女性は黒人で、1週間の勉強時間は10時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性は他の人種で、1週間の勉強時間は11時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾には通っておらず、スポーツをしていて、音楽に精通していて、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は14時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は7時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は12時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は11時間で、親は大学院卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は10時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は黒人で、1週間の勉強時間は12時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,女性はアジア人で、1週間の勉強時間は5時間で、親は中学卒業で、本人は個別指導経験なしで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は黒人で、1週間の勉強時間は1時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は2時間で、親は大学卒業で、本人は個別指導経験なしで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性はアジア人で、1週間の勉強時間は4時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は大きく、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,女性は黒人で、1週間の勉強時間は10時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は16時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,男性は黒人で、1週間の勉強時間は14時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は15時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は7時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
0,女性は他の人種で、1週間の勉強時間は8時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は全くなく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は7時間で、親は大学卒業で、本人は個別指導経験なしで、親の援助は非常に大きく、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は3時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,女性はアジア人で、1週間の勉強時間は1時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動をしている。
1,女性はアジア人で、1週間の勉強時間は11時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は19時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は3時間で、親は大学卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は0時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
0,男性は黒人で、1週間の勉強時間は15時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は5時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は16時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性は他の人種で、1週間の勉強時間は14時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
0,女性は黒人で、1週間の勉強時間は18時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は8時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は黒人で、1週間の勉強時間は13時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,男性は黒人で、1週間の勉強時間は9時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は12時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は8時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性はアジア人で、1週間の勉強時間は3時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動をしている。
0,女性は白人で、1週間の勉強時間は10時間で、親は大学院卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性は黒人で、1週間の勉強時間は10時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
0,女性は白人で、1週間の勉強時間は16時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は14時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は13時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は2時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は14時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は10時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性はアジア人で、1週間の勉強時間は17時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,男性は他の人種で、1週間の勉強時間は18時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性はアジア人で、1週間の勉強時間は1時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性はアジア人で、1週間の勉強時間は16時間で、親は大学卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は0時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,女性は他の人種で、1週間の勉強時間は7時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は10時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,女性は他の人種で、1週間の勉強時間は2時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性は他の人種で、1週間の勉強時間は14時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性はアジア人で、1週間の勉強時間は0時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,男性は他の人種で、1週間の勉強時間は3時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,男性は黒人で、1週間の勉強時間は11時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,男性は白人で、1週間の勉強時間は14時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は18時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,女性は黒人で、1週間の勉強時間は14時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は13時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,女性は黒人で、1週間の勉強時間は7時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は他の人種で、1週間の勉強時間は0時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は2時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性はアジア人で、1週間の勉強時間は10時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性は他の人種で、1週間の勉強時間は13時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,女性は他の人種で、1週間の勉強時間は8時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,女性は他の人種で、1週間の勉強時間は14時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は黒人で、1週間の勉強時間は10時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾に通っていて、スポーツをしていて、音楽に精通していて、ボランティア活動はしていない。
0,男性は他の人種で、1週間の勉強時間は1時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性はアジア人で、1週間の勉強時間は3時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は16時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は14時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性はアジア人で、1週間の勉強時間は17時間で、親は大学院卒業で、本人は個別指導経験なしで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は2時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,男性は黒人で、1週間の勉強時間は19時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は黒人で、1週間の勉強時間は4時間で、親は大学院卒業で、本人は個別指導経験なしで、親の援助は普通で、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は0時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
1,女性は黒人で、1週間の勉強時間は19時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性はアジア人で、1週間の勉強時間は5時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は非常に大きく、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は13時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は3時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,男性は白人で、1週間の勉強時間は11時間で、親は大学卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾には通っておらず、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は18時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,女性は他の人種で、1週間の勉強時間は6時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は13時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は黒人で、1週間の勉強時間は3時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は12時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は6時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性はアジア人で、1週間の勉強時間は4時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツをしていて、音楽に精通していて、ボランティア活動はしていない。
1,女性はアジア人で、1週間の勉強時間は6時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は3時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は18時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助は全くなく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は7時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は4時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,女性は黒人で、1週間の勉強時間は8時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は6時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助を少し受けていて、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,男性は白人で、1週間の勉強時間は14時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,男性は白人で、1週間の勉強時間は19時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツをしていて、音楽に精通していて、ボランティア活動をしている。
1,男性は他の人種で、1週間の勉強時間は8時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツをしていて、音楽に精通していて、ボランティア活動はしていない。
1,女性は他の人種で、1週間の勉強時間は17時間で、親は高校卒業で、本人は個別指導経験なしで、親の援助は非常に大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は11時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,男性はアジア人で、1週間の勉強時間は3時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動をしている。
1,男性は白人で、1週間の勉強時間は13時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツをしていて、音楽に精通していて、ボランティア活動をしている。
1,男性は白人で、1週間の勉強時間は10時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性はアジア人で、1週間の勉強時間は13時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性は他の人種で、1週間の勉強時間は17時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動をしている。
1,男性は他の人種で、1週間の勉強時間は8時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性は黒人で、1週間の勉強時間は18時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツをしていて、音楽に精通していて、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は15時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,女性はアジア人で、1週間の勉強時間は9時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は12時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動をしている。
1,男性は黒人で、1週間の勉強時間は6時間で、親は大学院卒業で、本人は個別指導経験なしで、親の援助は普通で、塾には通っておらず、スポーツをしていて、音楽に精通していて、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は19時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,女性は黒人で、1週間の勉強時間は13時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助を少し受けていて、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は0時間で、親は大学卒業で、本人は個別指導経験なしで、親の援助は普通で、塾には通っておらず、スポーツをしていて、音楽に精通していて、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は6時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は全くなく、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,女性は他の人種で、1週間の勉強時間は12時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
0,女性は白人で、1週間の勉強時間は1時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動をしている。
1,男性は黒人で、1週間の勉強時間は0時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾には通っておらず、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,女性は白人で、1週間の勉強時間は9時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は6時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
0,男性は白人で、1週間の勉強時間は8時間で、親は高校卒業で、本人は個別指導経験ありで、親の援助は非常に大きく、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は白人で、1週間の勉強時間は5時間で、親は大学院卒業で、本人は個別指導経験ありで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
0,男性はアジア人で、1週間の勉強時間は3時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験なしで、親の援助は普通で、塾には通っておらず、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は13時間で、親は中学卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽には無関心で、ボランティア活動はしていない。
1,男性は他の人種で、1週間の勉強時間は10時間で、親は大学卒業で、本人は個別指導経験ありで、親の援助は大きく、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動をしている。
0,男性は黒人で、1週間の勉強時間は4時間で、親は短期大学もしくは専門学校卒業で、本人は個別指導経験ありで、親の援助は普通で、塾に通っていて、スポーツをしていて、音楽には無関心で、ボランティア活動はしていない。
1,女性は白人で、1週間の勉強時間は6時間で、親は中学卒業で、本人は個別指導経験なしで、親の援助は普通で、塾に通っていて、スポーツはしていなくて、音楽に精通していて、ボランティア活動はしていない。
